,uid,タイトル字数,タイトル語数,タイトル名詞数,原稿字数,原稿語数,原稿異なり語数,原稿名詞数,原稿異なり名詞数,原稿文数,文平均字数,文平均語数,文平均名詞数
545,sj_3a4c8c83255e46c1,9,4,3,1362.0,656.0,316.0,355.0,226.0,86.0,14.848837209302326,7.616279069767442,4.1395348837209305
547,sj_abbabc62b2549349,26,12,7,1959.0,957.0,395.0,497.0,294.0,92.0,20.304347826086957,10.402173913043478,5.4021739130434785
622,sj_c6fb41a8664c928b,14,5,4,1852.0,958.0,380.0,410.0,263.0,79.0,22.455696202531644,12.126582278481013,5.189873417721519
635,sj_14889c6ea97cbc3d,52,18,11,1678.0,800.0,348.0,405.0,252.0,100.0,15.79,7.98,4.03
639,sj_d6105ca086b75eac,54,19,12,1743.0,843.0,355.0,442.0,270.0,103.0,15.932038834951456,8.16504854368932,4.271844660194175
640,sj_d6105ca086b75eac,54,19,12,1742.0,843.0,354.0,442.0,270.0,103.0,15.922330097087379,8.16504854368932,4.271844660194175
643,sj_14889c6ea97cbc3d,52,18,11,1678.0,801.0,348.0,406.0,253.0,100.0,15.79,7.99,4.04
648,sj_e2afce3b86b20838,29,6,6,2670.0,1429.0,485.0,689.0,340.0,106.0,24.19811320754717,13.481132075471699,6.5
652,sj_1a7f000b3ca97394,48,18,13,1715.0,817.0,389.0,414.0,280.0,124.0,12.838709677419354,6.588709677419355,3.338709677419355
653,sj_e2afce3b86b20838,29,6,6,2670.0,1429.0,485.0,689.0,340.0,106.0,24.19811320754717,13.481132075471699,6.5
665,sj_533fd0d395dfb31b,49,19,13,1686.0,795.0,379.0,414.0,277.0,121.0,12.942148760330578,6.570247933884297,3.4049586776859506
666,sj_ebe39d321969b8b6,48,18,13,1583.0,743.0,363.0,401.0,271.0,117.0,12.538461538461538,6.35042735042735,3.4358974358974357
16,sj_5053445908413eff,38,23,12,2452.0,1284.0,481.0,541.0,324.0,105.0,22.36190476190476,12.228571428571428,5.152380952380953
21,sj_ae8d61c6753ad96b,22,11,8,1614.0,783.0,292.0,461.0,219.0,76.0,20.25,10.302631578947368,6.065789473684211
23,sj_076180043baab910,90,42,27,2255.0,1141.0,447.0,501.0,302.0,100.0,21.56,11.41,5.01
29,sj_9f34d28ea64404c2,26,10,8,1327.0,675.0,314.0,341.0,223.0,64.0,19.75,10.546875,5.328125
134,sj_8be65b5c4cefe53e,33,14,11,5328.0,2907.0,862.0,1138.0,563.0,117.0,44.547008547008545,24.854700854700855,9.735042735042734
289,sj_98763dbad9dfcb50,25,14,10,342.0,164.0,103.0,103.0,80.0,24.0,13.291666666666666,6.833333333333333,4.291666666666667
299,sj_e244484567829747,3,2,2,2451.0,1212.0,490.0,591.0,371.0,122.0,19.098360655737704,9.926229508196721,4.852459016393443
328,sj_8be65b5c4cefe53e,33,14,11,5330.0,2908.0,863.0,1138.0,563.0,117.0,44.56410256410256,24.863247863247864,9.735042735042734
330,sj_539edc301062c291,22,12,8,796.0,367.0,207.0,211.0,147.0,52.0,14.326923076923077,7.0576923076923075,4.0576923076923075
337,sj_555bec6effdf887f,9,4,3,2615.0,1256.0,506.0,641.0,379.0,151.0,16.32450331125828,8.311258278145695,4.251655629139073
413,sj_ed656c037235a4a9,20,9,5,3811.0,2088.0,663.0,838.0,440.0,165.0,22.1030303030303,12.642424242424243,5.078787878787879
453,sj_c0a76f131dbf9727,22,11,8,1757.0,832.0,421.0,404.0,299.0,90.0,18.533333333333335,9.244444444444444,4.488888888888889
606,sj_8be65b5c4cefe53e,33,14,11,5328.0,2907.0,862.0,1138.0,563.0,117.0,44.547008547008545,24.854700854700855,9.735042735042734
624,sj_3a4c8c83255e46c1,9,4,3,1362.0,656.0,316.0,355.0,226.0,86.0,14.848837209302326,7.616279069767442,4.1395348837209305
708,sj_93446b71f9a5e5ed,4,2,2,833.0,428.0,205.0,223.0,139.0,51.0,15.352941176470589,8.392156862745098,4.372549019607843
791,sj_d6105ca086b75eac,54,19,12,1797.0,870.0,370.0,458.0,283.0,108.0,15.648148148148149,8.037037037037036,4.222222222222222
857,sj_934098e46fafcac7,26,11,5,2316.0,1182.0,490.0,558.0,345.0,53.0,42.716981132075475,22.28301886792453,10.50943396226415
863,sj_ed656c037235a4a9,20,9,5,3811.0,2088.0,663.0,838.0,440.0,165.0,22.1030303030303,12.642424242424243,5.078787878787879
892,sj_df601aed522d81e7,28,11,5,2361.0,1203.0,506.0,575.0,358.0,56.0,41.17857142857143,21.464285714285715,10.25
896,sj_509c9a95c511b8fb,17,5,4,1599.0,789.0,343.0,391.0,244.0,105.0,14.238095238095237,7.514285714285714,3.723809523809524
912,sj_8be65b5c4cefe53e,33,14,11,5328.0,2907.0,862.0,1138.0,563.0,117.0,44.547008547008545,24.854700854700855,9.735042735042734
925,sj_509c9a95c511b8fb,17,5,4,1599.0,789.0,343.0,391.0,244.0,105.0,14.238095238095237,7.514285714285714,3.723809523809524
25,sj_e14f5cb758ffbbd1,29,16,10,1981.0,976.0,415.0,482.0,304.0,121.0,15.380165289256198,8.066115702479339,3.9834710743801653
48,sj_7c0b1bbac7ffda63,22,9,5,5265.0,2711.0,837.0,1186.0,600.0,143.0,35.82517482517483,18.958041958041957,8.286713286713287
337,sj_5a71b10145a398c0,22,5,5,1006.0,470.0,251.0,283.0,180.0,65.0,14.492307692307692,7.230769230769231,4.369230769230769
507,sj_235ab1a30453fd84,20,8,6,772.0,374.0,225.0,205.0,167.0,50.0,14.46,7.48,4.1
519,sj_235ab1a30453fd84,20,8,6,772.0,374.0,225.0,205.0,167.0,50.0,14.46,7.48,4.1
526,sj_c2135173312641ba,45,16,10,2131.0,975.0,412.0,493.0,304.0,128.0,15.65625,7.6171875,3.8515625
527,sj_e2afce3b86b20838,29,6,6,2670.0,1429.0,485.0,689.0,340.0,106.0,24.19811320754717,13.481132075471699,6.5
528,sj_55b7dc8bc0569b8c,19,3,3,4955.0,2472.0,802.0,1122.0,606.0,208.0,22.826923076923077,11.884615384615385,5.394230769230769
530,sj_5dc44c435f2e4827,16,3,3,4061.0,1890.0,651.0,935.0,512.0,170.0,22.894117647058824,11.117647058823529,5.5058823529411764
593,sj_235ab1a30453fd84,20,8,6,772.0,374.0,225.0,205.0,167.0,50.0,14.46,7.48,4.1
731,sj_bdef42e09f4a86ee,17,6,5,1995.0,921.0,385.0,419.0,274.0,113.0,16.663716814159294,8.150442477876107,3.7079646017699117
740,sj_c604da63b188c2ef,48,18,13,1692.0,779.0,369.0,414.0,272.0,120.0,13.108333333333333,6.491666666666666,3.45
741,sj_f4e9f8b44494bd17,37,16,13,1708.0,808.0,369.0,430.0,275.0,91.0,17.78021978021978,8.87912087912088,4.7032967032967035
745,sj_235ab1a30453fd84,20,8,6,772.0,374.0,225.0,205.0,167.0,50.0,14.46,7.48,4.1
760,sj_235ab1a30453fd84,20,8,6,772.0,374.0,225.0,205.0,167.0,50.0,14.46,7.48,4.1
779,sj_8be65b5c4cefe53e,33,14,11,5329.0,2907.0,862.0,1138.0,562.0,117.0,44.55555555555556,24.854700854700855,9.735042735042734
791,sj_a8c354258540ebb4,18,8,5,4048.0,1965.0,610.0,981.0,441.0,230.0,16.604347826086958,8.534782608695652,4.256521739130434
824,sj_384b8f68696b56fb,31,14,8,1762.0,840.0,377.0,392.0,265.0,94.0,17.75531914893617,8.936170212765957,4.170212765957447
834,sj_8be65b5c4cefe53e,33,14,11,5328.0,2907.0,861.0,1138.0,562.0,117.0,44.547008547008545,24.854700854700855,9.735042735042734
45,sj_ddb5ef80fb6d2d1a,20,8,7,893.0,436.0,232.0,231.0,168.0,63.0,13.19047619047619,6.920634920634921,3.6666666666666665
59,sj_0d9cb4a6ddb98d41,15,7,5,3121.0,1558.0,590.0,739.0,441.0,150.0,19.813333333333333,10.38,4.926666666666667
141,sj_a06ebb508b616b5e,26,14,6,5864.0,3046.0,904.0,1295.0,651.0,153.0,37.333333333333336,19.908496732026144,8.457516339869281
167,sj_2a6f287f08e50e40,10,2,2,1213.0,614.0,287.0,275.0,194.0,66.0,17.393939393939394,9.303030303030303,4.166666666666667
435,sj_3f367b2c127245d9,9,2,2,1294.0,642.0,275.0,339.0,186.0,68.0,18.044117647058822,9.441176470588236,4.985294117647059
46,sj_0207d589ed11d35b,8,2,2,1458.0,720.0,351.0,339.0,258.0,50.0,28.18,14.4,6.78
49,sj_dd012d9b3f2be43b,35,10,10,2681.0,1434.0,485.0,688.0,340.0,106.0,24.30188679245283,13.528301886792454,6.490566037735849
64,sj_0ed9f3d697cfca96,15,6,5,1893.0,947.0,418.0,485.0,313.0,87.0,20.770114942528735,10.885057471264368,5.574712643678161
100,sj_3cf6396ea0e7a555,33,13,8,1403.0,642.0,288.0,348.0,220.0,108.0,12.0,5.944444444444445,3.185185185185185
191,sj_2fa70a723b988202,36,16,11,3611.0,1960.0,651.0,777.0,442.0,159.0,21.71698113207547,12.320754716981131,4.886792452830188
202,sj_0ed9f3d697cfca96,15,6,5,1893.0,947.0,418.0,485.0,313.0,87.0,20.770114942528735,10.885057471264368,5.574712643678161
217,sj_60b17369a692adc6,16,5,4,1913.0,980.0,400.0,456.0,288.0,95.0,19.147368421052633,10.31578947368421,4.778947368421052
230,sj_0ed9f3d697cfca96,15,6,5,1893.0,947.0,418.0,485.0,313.0,87.0,20.770114942528735,10.885057471264368,5.574712643678161
264,sj_b2eece26d22cf5b2,20,9,5,4039.0,2206.0,682.0,877.0,450.0,172.0,22.488372093023255,12.813953488372093,5.098837209302325
322,sj_96fa1cf0370a242a,36,9,7,1630.0,558.0,278.0,313.0,216.0,92.0,16.72826086956522,6.054347826086956,3.391304347826087
324,sj_62c3610d4665209b,22,10,6,4613.0,2254.0,750.0,1160.0,578.0,240.0,18.225,9.391666666666667,4.833333333333333
327,sj_21cc5e9a8988a525,34,9,7,1621.0,504.0,264.0,301.0,205.0,101.0,15.05940594059406,4.98019801980198,2.9702970297029703
328,sj_9ef7b075560f7a81,27,10,6,4934.0,2436.0,711.0,1124.0,507.0,264.0,17.693181818181817,9.219696969696969,4.25
329,sj_e222978580a758a5,19,9,7,1552.0,823.0,320.0,410.0,208.0,77.0,19.16883116883117,10.688311688311689,5.35064935064935
333,sj_cec0a1a5bb61340b,18,8,5,4944.0,2436.0,712.0,1124.0,508.0,264.0,17.731060606060606,9.219696969696969,4.25
334,sj_9f5565fac465555c,26,9,6,4932.0,2435.0,714.0,1124.0,508.0,264.0,17.685606060606062,9.215909090909092,4.25
337,sj_9d466ad074554a23,27,10,6,4024.0,1951.0,607.0,975.0,438.0,231.0,16.424242424242426,8.437229437229437,4.212121212121212
338,sj_a4fce7331f657205,18,8,5,4934.0,2436.0,712.0,1124.0,508.0,264.0,17.693181818181817,9.219696969696969,4.25
340,sj_b09a0b0a37d8acfc,12,3,3,4921.0,2431.0,711.0,1122.0,507.0,265.0,17.57358490566038,9.166037735849057,4.226415094339623
357,sj_21cc5e9a8988a525,34,9,7,1621.0,504.0,264.0,301.0,205.0,101.0,15.05940594059406,4.98019801980198,2.9702970297029703
376,sj_9b697bfc1ad686ed,42,20,13,2882.0,1462.0,498.0,637.0,346.0,164.0,16.579268292682926,8.914634146341463,3.8902439024390243
378,sj_4940adc59d3c6c1c,21,9,6,1280.0,614.0,287.0,284.0,196.0,73.0,16.54794520547945,8.41095890410959,3.8904109589041096
419,sj_2afdf99638062448,6,2,2,2333.0,1137.0,480.0,580.0,365.0,105.0,21.228571428571428,10.82857142857143,5.552380952380952
421,sj_71653d2d2ae740b1,34,8,8,1588.0,726.0,357.0,372.0,271.0,72.0,21.069444444444443,10.083333333333334,5.166666666666667
425,sj_0ed9f3d697cfca96,15,6,5,1893.0,947.0,418.0,485.0,313.0,87.0,20.770114942528735,10.885057471264368,5.574712643678161
439,sj_8f4b3649193da468,19,7,7,1457.0,705.0,328.0,375.0,245.0,65.0,21.43076923076923,10.846153846153847,5.769230769230769
441,sj_0ed9f3d697cfca96,15,6,5,1893.0,947.0,418.0,485.0,313.0,87.0,20.770114942528735,10.885057471264368,5.574712643678161
442,sj_2d057059c5933c77,25,6,4,1527.0,742.0,332.0,391.0,220.0,81.0,17.864197530864196,9.148148148148149,4.802469135802469
505,sj_eefe025f95266af9,14,3,3,1588.0,798.0,357.0,403.0,273.0,87.0,17.264367816091955,9.172413793103448,4.620689655172414
509,sj_0939e847aae6f4fa,18,8,5,2111.0,1048.0,412.0,469.0,284.0,90.0,22.466666666666665,11.644444444444444,5.211111111111111
24,sj_687ff6e321db21ea,22,11,7,3687.0,1785.0,656.0,872.0,504.0,141.0,25.156028368794328,12.652482269503546,6.205673758865248
25,sj_555bc4855fbb8f9e,22,11,7,3634.0,1794.0,655.0,873.0,497.0,138.0,25.340579710144926,12.992753623188406,6.3478260869565215
26,sj_3694b815db3ed72d,22,11,7,3779.0,1855.0,676.0,911.0,520.0,143.0,25.433566433566433,12.965034965034965,6.391608391608392
36,sj_95699868aca736a9,17,6,4,2408.0,1282.0,468.0,619.0,338.0,116.0,19.767241379310345,11.051724137931034,5.336206896551724
37,sj_ab768917b15cf1b7,27,12,5,5024.0,2574.0,816.0,1125.0,594.0,139.0,35.15107913669065,18.51798561151079,8.086330935251798
38,sj_96deaaae3731fc74,12,5,4,2411.0,1283.0,472.0,619.0,339.0,116.0,19.79310344827586,11.060344827586206,5.336206896551724
39,sj_eacf1c8a33de9210,13,5,4,2413.0,1286.0,470.0,620.0,337.0,116.0,19.810344827586206,11.086206896551724,5.344827586206897
40,sj_33e1e84aba62c299,15,6,5,2410.0,1281.0,468.0,621.0,337.0,116.0,19.78448275862069,11.043103448275861,5.353448275862069
43,sj_a9e602b07fbc1486,16,7,5,2416.0,1284.0,469.0,621.0,339.0,116.0,19.836206896551722,11.068965517241379,5.353448275862069
45,sj_48c251eb3b481bb3,13,5,3,2410.0,1281.0,466.0,619.0,336.0,116.0,19.78448275862069,11.043103448275861,5.336206896551724
48,sj_8a70e030339eb2f8,11,3,3,2772.0,1389.0,538.0,612.0,355.0,123.0,21.54471544715447,11.268292682926829,4.967479674796748
50,sj_cc3c02b31a8f35c8,10,3,3,1790.0,873.0,391.0,412.0,280.0,85.0,20.070588235294117,10.270588235294118,4.847058823529411
52,sj_a06ebb508b616b5e,26,14,6,5864.0,3046.0,904.0,1295.0,651.0,153.0,37.333333333333336,19.908496732026144,8.457516339869281
55,sj_e94e513c15531eaa,10,3,3,1336.0,649.0,315.0,332.0,240.0,88.0,14.193181818181818,7.375,3.7954545454545454
58,sj_a39a60c67b6e69ba,10,3,3,2304.0,1168.0,473.0,555.0,334.0,106.0,20.745283018867923,11.00943396226415,5.245283018867925
71,sj_814e747213856841,18,6,6,1224.0,629.0,312.0,320.0,232.0,65.0,17.846153846153847,9.676923076923076,4.923076923076923
72,sj_bd2b54a103d61fa0,25,10,8,348.0,186.0,88.0,112.0,70.0,26.0,12.423076923076923,7.153846153846154,4.3076923076923075
108,sj_a06ebb508b616b5e,26,14,6,5864.0,3046.0,904.0,1295.0,651.0,153.0,37.333333333333336,19.908496732026144,8.457516339869281
322,sj_1a0ecb25547cb2cb,42,17,10,1809.0,885.0,360.0,494.0,279.0,127.0,13.251968503937007,6.968503937007874,3.858267716535433
325,sj_f282f8259f45e571,10,6,4,990.0,508.0,285.0,251.0,205.0,63.0,14.73015873015873,8.063492063492063,3.984126984126984
326,sj_80f6895da5d0655f,25,10,6,1517.0,749.0,312.0,325.0,196.0,104.0,13.596153846153847,7.173076923076923,3.1346153846153846
329,sj_687ff6e321db21ea,22,11,7,3740.0,1812.0,671.0,888.0,516.0,146.0,24.623287671232877,12.404109589041095,6.102739726027397
330,sj_3694b815db3ed72d,22,11,7,3778.0,1854.0,675.0,910.0,519.0,143.0,25.426573426573427,12.958041958041958,6.384615384615385
358,sj_aa514c0d779835db,25,11,7,1077.0,500.0,263.0,295.0,189.0,68.0,14.852941176470589,7.352941176470588,4.338235294117647
380,sj_71436e044204bc72,22,10,5,3232.0,1644.0,561.0,729.0,392.0,103.0,30.388349514563107,15.96116504854369,7.077669902912621
390,sj_e2aa7aa7c8fb5227,13,7,5,2374.0,1170.0,479.0,596.0,345.0,144.0,15.493055555555555,8.118055555555555,4.125
485,sj_3ea39c08d08b3d23,9,4,3,1828.0,879.0,381.0,463.0,285.0,90.0,19.322222222222223,9.766666666666667,5.144444444444445
495,sj_a06ebb508b616b5e,26,14,6,5864.0,3046.0,904.0,1295.0,651.0,153.0,37.333333333333336,19.908496732026144,8.457516339869281
506,sj_687ff6e321db21ea,22,11,7,3740.0,1812.0,671.0,888.0,516.0,146.0,24.623287671232877,12.404109589041095,6.102739726027397
508,sj_3694b815db3ed72d,22,11,7,3778.0,1854.0,675.0,910.0,519.0,143.0,25.426573426573427,12.958041958041958,6.384615384615385
526,sj_235ab1a30453fd84,48,20,13,918.0,454.0,246.0,238.0,180.0,56.0,15.410714285714286,8.107142857142858,4.25
662,sj_a06ebb508b616b5e,26,14,6,5864.0,3046.0,904.0,1295.0,651.0,153.0,37.333333333333336,19.908496732026144,8.457516339869281
672,sj_687ff6e321db21ea,22,11,7,3740.0,1812.0,671.0,888.0,516.0,146.0,24.623287671232877,12.404109589041095,6.102739726027397
675,sj_3694b815db3ed72d,22,11,7,3778.0,1854.0,675.0,910.0,519.0,143.0,25.426573426573427,12.958041958041958,6.384615384615385
18,sj_8b34d5640d5eb822,36,18,11,5310.0,2665.0,809.0,1247.0,610.0,174.0,29.522988505747126,15.310344827586206,7.160919540229885
21,sj_955f20f4c80d4ed4,45,17,11,1696.0,782.0,312.0,421.0,238.0,111.0,14.288288288288289,7.045045045045045,3.7927927927927927
26,sj_445d4ebf957f5664,46,20,14,1917.0,947.0,432.0,442.0,311.0,86.0,21.302325581395348,11.05813953488372,5.162790697674419
27,sj_c4e4dd30bdedfc13,48,20,14,1867.0,928.0,416.0,431.0,300.0,85.0,20.976470588235294,10.91764705882353,5.070588235294117
28,sj_384b22c364c344c0,22,11,7,3764.0,1847.0,665.0,903.0,512.0,139.0,26.086330935251798,13.280575539568344,6.517985611510792
31,sj_0872a283830f8188,29,14,7,1740.0,889.0,358.0,414.0,248.0,111.0,14.684684684684685,8.00900900900901,3.72972972972973
34,sj_bb4057f288be068a,22,11,8,1757.0,832.0,421.0,404.0,299.0,90.0,18.533333333333335,9.244444444444444,4.488888888888889
67,sj_35e93e9a81a2075a,21,10,7,953.0,453.0,224.0,246.0,158.0,68.0,13.029411764705882,6.661764705882353,3.6029411764705883
102,sj_8c1d79d354e0955f,20,7,6,5011.0,2500.0,817.0,1138.0,619.0,213.0,22.530516431924884,11.737089201877934,5.342723004694836
119,sj_084eab5e22ee5b99,42,16,11,1922.0,894.0,423.0,427.0,303.0,103.0,17.66990291262136,8.679611650485437,4.145631067961165
319,sj_bb19ad1436296bab,15,3,3,1743.0,837.0,340.0,417.0,254.0,83.0,20.012048192771083,10.072289156626505,5.0120481927710845
330,sj_3ea39c08d08b3d23,9,4,3,1828.0,879.0,381.0,463.0,285.0,90.0,19.322222222222223,9.766666666666667,5.144444444444445
332,sj_bac2cb365832416b,10,4,4,289.0,132.0,93.0,89.0,74.0,24.0,11.083333333333334,5.5,3.7083333333333335
337,sj_ed656c037235a4a9,20,9,5,3811.0,2088.0,663.0,838.0,440.0,165.0,22.1030303030303,12.642424242424243,5.078787878787879
338,sj_4b929ca48a1d9fd5,25,14,10,342.0,164.0,103.0,103.0,80.0,24.0,13.291666666666666,6.833333333333333,4.291666666666667
344,sj_084eab5e22ee5b99,42,16,11,1867.0,865.0,406.0,410.0,289.0,98.0,18.06122448979592,8.826530612244898,4.183673469387755
363,sj_59e22b6d6ad96928,26,11,8,1574.0,811.0,347.0,383.0,220.0,62.0,24.403225806451612,13.080645161290322,6.193548387096774
414,sj_e444f02c35660dfa,8,4,4,1589.0,724.0,337.0,414.0,250.0,129.0,11.325581395348838,5.612403100775194,3.2093023255813953
426,sj_e0652f3cdf337697,41,17,14,930.0,423.0,229.0,252.0,169.0,84.0,10.083333333333334,5.035714285714286,3.0
463,sj_d6ddef8d8b4924b3,31,13,8,1795.0,835.0,364.0,382.0,251.0,91.0,18.736263736263737,9.175824175824175,4.197802197802198
469,sj_384b22c364c344c0,22,11,7,3817.0,1874.0,680.0,919.0,524.0,144.0,25.51388888888889,13.006944444444445,6.402777777777778
519,sj_cb29fbcddf4e333e,25,9,9,1806.0,906.0,356.0,563.0,276.0,106.0,16.047169811320753,8.547169811320755,5.311320754716981
534,sj_3ea39c08d08b3d23,9,4,3,1828.0,879.0,381.0,463.0,285.0,90.0,19.322222222222223,9.766666666666667,5.144444444444445
536,sj_084eab5e22ee5b99,42,16,11,1867.0,865.0,406.0,410.0,289.0,98.0,18.06122448979592,8.826530612244898,4.183673469387755
546,sj_abbabc62b2549349,26,12,7,1959.0,957.0,395.0,497.0,294.0,92.0,20.304347826086957,10.402173913043478,5.4021739130434785
614,sj_8c1d79d354e0955f,20,7,6,5010.0,2498.0,814.0,1137.0,617.0,213.0,22.525821596244132,11.727699530516432,5.338028169014085
628,sj_35e93e9a81a2075a,21,10,7,953.0,453.0,224.0,246.0,158.0,68.0,13.029411764705882,6.661764705882353,3.6029411764705883
742,sj_af2c034ecf75743c,8,2,2,2725.0,1304.0,498.0,636.0,360.0,149.0,17.29530201342282,8.751677852348994,4.275167785234899
791,sj_bd90f9f357336166,42,17,12,1795.0,883.0,408.0,410.0,296.0,78.0,22.025641025641026,11.320512820512821,5.256410256410256
792,sj_084eab5e22ee5b99,42,16,11,1924.0,895.0,425.0,427.0,304.0,103.0,17.689320388349515,8.689320388349515,4.145631067961165
835,sj_085f48b8d3308d86,28,8,6,1040.0,440.0,239.0,260.0,179.0,55.0,17.927272727272726,8.0,4.7272727272727275
32,sj_b13c7ba44aef8b29,48,18,13,1878.0,898.0,401.0,476.0,302.0,128.0,13.6796875,7.015625,3.71875
35,sj_40cb2d88c16bd57a,24,8,7,1374.0,643.0,312.0,310.0,223.0,72.0,18.09722222222222,8.930555555555555,4.305555555555555
39,sj_c0f6cb934ab75b65,34,8,8,1588.0,726.0,357.0,372.0,271.0,72.0,21.069444444444443,10.083333333333334,5.166666666666667
