,深夜バイト,シニア,グループホーム,介護,介護職員,生活支援員,オープニングスタッフ,夜勤専従,世話人,就労支援員,特別養護老人ホーム,デイサービス,主婦パート,介護職,介護スタッフ,訪問介護,福祉,社会福祉士,ハローワーク,土日祝休み,ホームヘルパー,正社員,アルバイト,中高年,職種
0,0.6272439299000886,0.6554948075203186,0.6988958290359161,0.6055875154659557,0.6191907519018864,0.7177562873097745,0.6710868045085913,0.5689892433312687,0.5944334357950812,0.6691242926176961,0.5824269721189101,0.5824269721189101,0.6816388112569204,0.5611903152522019,0.6596092266078559,0.6354724971974648,0.6045371601923144,0.6045371601923144,0.5330395838482718,0.654787762416077,0.6314313486119548,0.5656333411686361,0.5325004673049556,0.6379636397923689,TARGET
1,0.6135905233730289,0.6198625275583641,0.6772427337225981,0.5505839376600976,0.5546341180765537,0.6744080927321211,0.6537365487039548,0.5131959954824967,0.5557544908186028,0.6012935287261221,0.5303667334420441,0.5303667334420441,0.6585491456253262,0.5068402333852076,0.6107905737254039,0.5774633799051462,0.5508113539918973,0.5508113539918973,0.499038844041713,0.6201206529949155,0.5864352801095083,0.5190662276311537,0.5140422602469912,0.6039736952713606,CONTRA
2,0.6713114408405277,0.7045074617130479,0.7413766068578278,0.6864380292048867,0.7053577188024461,0.7606985983891964,0.7092223155024581,0.663933257719796,0.6587854968025725,0.7346949274840242,0.6578452564471013,0.6578452564471013,0.721046622996049,0.6328208765324279,0.7309909281597889,0.7115401358864467,0.6778713925479336,0.6778713925479336,0.6127058989078047,0.7080022026176905,0.6971089911300362,0.6476003635165725,0.6042578316269009,0.682239481695343,デイサービスの介護職員 / 日勤 / 無資格・未経験から / JP002063
3,0.6259391186326074,0.6514769934232396,0.6896586050054185,0.6147730639488945,0.627273870397853,0.7110817748721228,0.6695347582203215,0.5734048748985262,0.5855972630381654,0.6488723667501898,0.5858675332292119,0.5858675332292119,0.6934106906924151,0.558340990565221,0.6710889838994778,0.6416227937398348,0.60166082510024,0.60166082510024,0.5215014906870388,0.6490964495459312,0.6394276771037379,0.5563823491881006,0.5264230885637352,0.6378255079003556,【介護職員】地域密着型デイサービスでの介護スタッフ
4,0.6171038269992325,0.637317995559357,0.6889330878860133,0.5962373916887359,0.6085330343631614,0.7033547002770982,0.6631262873471898,0.5557032572496617,0.576670030636229,0.6437368389004844,0.5751284086230434,0.5751284086230434,0.6728713813748576,0.5505239399766391,0.6541093876329245,0.6282796031982874,0.5896864875977943,0.5896864875977943,0.512526677788627,0.6441681093894259,0.6246999227911965,0.5436270273242049,0.5141906863365364,0.6216775750384869,ケアパートナー柏のデイサービス介護スタッフ
5,0.6213834220148011,0.6378907824435368,0.685799068707961,0.5958271593323237,0.6077221908235562,0.7036832316160779,0.6669596101503014,0.5641764422850536,0.5767043132507318,0.6466906131028726,0.5723351077013163,0.5723351077013163,0.6764309749244711,0.5513027082667084,0.6551629079365828,0.6277915344105618,0.5885240399580297,0.5885240399580297,0.5164386435655065,0.6565892288167218,0.6250430135236602,0.5488562117926479,0.5190334261315708,0.6225756059205304,ケアパートナー吉川のデイサービス介護スタッフ
6,0.6106549576445374,0.6347756105357288,0.6823273724813473,0.6084422396256199,0.6232123667342964,0.7049147886448598,0.6422960077249266,0.5751948454096645,0.5865492178622755,0.6576492326857878,0.579880328466271,0.579880328466271,0.6716746363360298,0.56378144898622,0.6530217765401876,0.6336776167479128,0.6005611606306809,0.6005611606306809,0.5234613647403911,0.6381209031209025,0.6271839299843802,0.5525749514580275,0.5192513486459106,0.6166639227148684,2022年4月OPEN予定 介護職 正社員 有料老人ホーム つくば市学園の森
7,0.5854690098736179,0.6182232388523489,0.6722218489556885,0.5705285529155679,0.5832774240468765,0.6883327482953331,0.6396132802245549,0.5162912906638335,0.5621188874940388,0.6233122471910222,0.5453187737995128,0.5453187737995128,0.6435661968059748,0.5296032494567797,0.6275233208165135,0.6024043682782888,0.5754073806866109,0.5754073806866109,0.4894458361979103,0.5963131410240464,0.6046149573748607,0.512447292918724,0.49050972214322686,0.5989134712520225,【インターンシップ】介護補助
8,0.5891239904035871,0.611581321181365,0.6722147217749619,0.5703451426106831,0.5860467426551221,0.6826784475307998,0.6415162765776171,0.5233541702499803,0.5564535856647006,0.618840708396331,0.5525631893214783,0.5525631893214783,0.6439182197860758,0.5267758845484584,0.6287249709225532,0.6047291808744554,0.565153001672622,0.565153001672622,0.485847990388886,0.6073148784719894,0.6062422506830114,0.512318919683572,0.4858515615971654,0.5917433706747948,介護補助スタッフ/特養
9,0.5943710402640825,0.6203266242663553,0.6663026149291504,0.5766287451740438,0.5929268029031054,0.6963231630673636,0.6327198658217124,0.5391005835904858,0.5606101800090918,0.637092230730306,0.5435612024708926,0.5435612024708926,0.6545916028330373,0.5244011793272727,0.628847359811522,0.6093981762258959,0.5737521440652772,0.5737521440652772,0.49223879978222473,0.6233787718697735,0.5990581816679518,0.5233713593644042,0.49411779884633195,0.5963140929498081,オープニング|訪問介護の介護スタッフ|実務未経験可
10,0.6018265894059506,0.6381903839421057,0.6859138731680205,0.5974450697319753,0.6092019738353479,0.7008568650007065,0.6484794308630175,0.5532492762670637,0.5764677186034761,0.647633251802155,0.572009866341077,0.572009866341077,0.6620176943288129,0.540968294812771,0.6478971116725166,0.6281138609369491,0.5908169404743552,0.5908169404743552,0.5176635410547294,0.6381296511276447,0.6190265290074143,0.5341798960119429,0.5103850920855303,0.6136653107191664,2022年1月OPEN!新規ケアスタッフ
11,0.6106549576445374,0.6347756105357288,0.6823273724813473,0.6084422396256199,0.6232123667342964,0.7049147886448598,0.6422960077249266,0.5751948454096645,0.5865492178622755,0.6576492326857878,0.579880328466271,0.579880328466271,0.6716746363360298,0.56378144898622,0.6530217765401876,0.6336776167479128,0.6005611606306809,0.6005611606306809,0.5234613647403911,0.6381209031209025,0.6271839299843802,0.5525749514580275,0.5192513486459106,0.6166639227148684,2022年4月OPEN予定 介護職 正社員 有料老人ホーム つくば市学園の森
12,0.5982453160133221,0.6230198257488202,0.6699124056002519,0.5733377543099933,0.5881270532593806,0.6960620418033977,0.6351141711141421,0.539315494246363,0.5606614274245093,0.6359129692557544,0.542080716336364,0.542080716336364,0.6584203699071474,0.5213333951635353,0.6257787144917893,0.6056102666715384,0.5724286249872123,0.5724286249872123,0.4936055114754889,0.626024731979341,0.5976735728738889,0.5258865663303794,0.4979159180873608,0.6002130004490901,グループホームでの介護職員|無資格もOK
13,0.6691254236249685,0.6869350889227989,0.728825398812996,0.6431430019579273,0.6509156625161754,0.7305423887510559,0.7069878796083355,0.6302055112357757,0.612785020054434,0.677651679812145,0.6068500909642182,0.6068500909642182,0.7118369161581072,0.5860007670530978,0.6914191784041669,0.6625609337034328,0.6383444385651917,0.6383444385651917,0.5827341705700025,0.6929440042654247,0.6636224652447807,0.6253427408225214,0.5987272423453175,0.6528612587170199,サービス付き高齢者向け住宅での介護職員(夜勤専門)
14,0.6538971415126098,0.6617427360215732,0.7171920252482893,0.6371318788442895,0.6532994778338357,0.7238810249513085,0.6817857412232446,0.6214034635977413,0.6211869931341923,0.6826492791195135,0.6182575245049667,0.6182575245049667,0.6911459353252429,0.5875221399541544,0.6841970217371176,0.662757658635291,0.6304289485119766,0.6304289485119766,0.5638084736759096,0.6847358331499789,0.6599425928002886,0.592917400029643,0.5604455196864883,0.634960706981141,特別養護老人ホームの介護職員 / 賞4.0 / 無資格から / JP001374
15,0.6630084056068094,0.6796118077218043,0.7361863906617779,0.6595941062895443,0.6767833088926585,0.7405076439005094,0.698988239750514,0.6317023377165647,0.6258163483189803,0.6960267503358093,0.6282090260552591,0.6282090260552591,0.7083468033385625,0.6002421011825643,0.7101506749484178,0.6877277785874927,0.6450703149751155,0.6450703149751155,0.5799139130572493,0.6906519235565177,0.6851996952576384,0.6051948025381261,0.5771354030107448,0.6554442525072001,"1夜勤 ¥25,000 ケアスタッフ(グループホーム) / 夜勤専従 / 経験者優遇 / 7488"
16,0.6735226755157245,0.7040497112409547,0.7513734927045843,0.6659253734417621,0.6749040797297394,0.7603594373788108,0.717517032221166,0.6173877260584242,0.635295639714065,0.6995091999579591,0.6359518333138363,0.6359518333138363,0.7455357782575904,0.5952173420890314,0.7185738080469783,0.687706495408366,0.6611643076264335,0.6611643076264335,0.588257921764396,0.672929518515956,0.6892674207203979,0.6185108612860717,0.5987073944850566,0.6838701459256203,障がい者グループホーム夜勤専従サポートスタッフ
17,0.6684672366594006,0.6964280797222222,0.7481445756297609,0.6654605854409517,0.6815105453160747,0.7594885112739596,0.7117398911991951,0.6363089629397295,0.6403861196252963,0.707586519211763,0.6339074783749534,0.6339074783749534,0.715295890080518,0.5973952587931899,0.717135865177832,0.6932282187200928,0.6638379095788928,0.6638379095788928,0.5960051925164258,0.6839548844500585,0.6838130899416605,0.6190454617213823,0.5929576620806,0.6657757753119712,グレイプス用賀 (夜勤専従)介護スタッフ
18,0.61778292966913,0.6465719175089497,0.6968884419656391,0.6069342323203192,0.621664152044815,0.7128926812828097,0.6689751712194967,0.5588622357614147,0.5800604036766493,0.6516275113959944,0.5772097722761935,0.5772097722761935,0.6776925818881536,0.557740980364941,0.6634792429903633,0.6408830359084319,0.5975970306425955,0.5975970306425955,0.5231707115589075,0.633369312253846,0.6374148277561122,0.5515705192312611,0.521472728192425,0.6266056741667485,デイサービスの介護職員
19,0.6698895147372728,0.6971653446983722,0.7313329750451648,0.675743075000692,0.6943611673589669,0.7527805448609027,0.6997810687212584,0.6623655703655383,0.6474489619560405,0.7219664582468238,0.6415098445492693,0.6415098445492693,0.7186575455341168,0.6202495388366907,0.7180347100958122,0.6989954938241912,0.668328876448864,0.668328876448864,0.6025458573485339,0.7104914190323995,0.6844253945307998,0.6379311545859776,0.5960434343209838,0.6678539860691801,デイサービスの介護職員 / 日勤 / 賞3.0 / 無資格・未経験から / JP001108
20,0.6367875284181627,0.6607039243552236,0.7032452233841454,0.62252302413775,0.635585416142956,0.7243323704058733,0.6702060492642898,0.595744365456589,0.604923498544598,0.6783829971419447,0.5903694618380003,0.5903694618380003,0.6893990023464193,0.5688873250627723,0.671240397928896,0.6497898528676543,0.6169419190822004,0.6169419190822004,0.5545714632853833,0.6706089430408572,0.6400982294711195,0.5820623277514702,0.550294077990258,0.6400632519185747,介護スタッフ
21,0.632131407809828,0.6712285320568674,0.7210383594313051,0.6417480102454769,0.6565201707107357,0.7423521811417245,0.6798598451089084,0.6033509445334955,0.6152842796293132,0.6990018657288987,0.6125492550726302,0.6125492550726302,0.68670035400884,0.5823120044226755,0.6904654622422286,0.6728443098443092,0.6387003267974757,0.6387003267974757,0.5622119478828363,0.6667920637603413,0.6563743207486116,0.5855466611097722,0.5553437609843511,0.6438019773040929,《オープニングスタッフ》デイサービスの管理職(高齢者施設) / 日勤 / 経験者優遇 / 8724
22,0.6737562587627335,0.6954843238465555,0.7326426989583408,0.663859840410203,0.6804476390729579,0.760606338601882,0.701512137279623,0.6528889357359503,0.6495676161876331,0.7269648662931147,0.6370100125662264,0.6370100125662264,0.7243221099889753,0.6097797409391197,0.7086402198157795,0.6856457713776951,0.6653976771149986,0.6653976771149986,0.5945543709031399,0.6974879434177552,0.6802973626353429,0.6322519079751581,0.598796621741,0.6748420798983107,新規開設介護付き有料老人ホームの夜間介護職員
23,0.6086378358067824,0.6332385823494031,0.6797922434929189,0.6072089389890052,0.6221096588904614,0.7033790041829658,0.6390534128496119,0.5746572541298582,0.5854755858939042,0.6583786117242578,0.5779440002058673,0.5779440002058673,0.6689710834669274,0.5631061116698325,0.6508360323526297,0.6318364584458017,0.5994367288000232,0.5994367288000232,0.5230826592089022,0.6356361633423813,0.6251595355535498,0.5526668164541262,0.5179103477286828,0.6151838177888158,オープニング 介護職 正社員 有料老人ホーム 千葉市中央区
24,0.6514641900626015,0.6843032872044943,0.7376256183469709,0.6675814358778519,0.6826093891016638,0.7528494988262838,0.6928604436381722,0.6197509933728124,0.6337843724827328,0.7003419339614172,0.6394943355744132,0.6394943355744132,0.7191707167533029,0.605580646933147,0.7154737274706275,0.6931475900860669,0.6570640612235339,0.6570640612235339,0.5692429386763771,0.6610532420097378,0.6875700298556546,0.5989634976846161,0.5688367469086673,0.6604354795607541,障がい者グループホームの夜間支援員
25,0.6477594103674318,0.6858978372833499,0.734903178967361,0.658116214760832,0.6728720450836734,0.7542394634371399,0.6959158135928041,0.6222830642477756,0.6293771364073324,0.7129672016861505,0.6280251819426963,0.6280251819426963,0.7003105384564394,0.5974222744190183,0.7073987187941587,0.6888181285972426,0.6537173482340669,0.6537173482340669,0.5798734211010407,0.6821496036949578,0.6715949246096103,0.6042378557853701,0.5739473786123833,0.6564988934991858,《オープニングスタッフ》デイサービスの管理職(高齢者施設) / 日勤 / 経験者優遇 / 8349
